id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
673,"@user-dt2xu2rn8r","I can\'t get enough of this😩😩😩 great job Alan","Ugxiv7vgmLD2yf33W0t4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugxiv7vgmLD2yf33W0t4AaABAg","2024-02-13 04:32:11",0,"I can\'t get enough of this😩😩😩 great job Alan","http://www.youtube.com/@user-dt2xu2rn8r",
674,"@user-xb7cs7mk9v","Siuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu","Ugw_g-UL3S8SDLIf-lp4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw_g-UL3S8SDLIf-lp4AaABAg","2024-02-12 23:57:13",0,"Siuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu","http://www.youtube.com/@user-xb7cs7mk9v",
675,"@vaasanthabhinav9","😮 26:11","UgxUxCJO0XNXSe9RsAN4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxUxCJO0XNXSe9RsAN4AaABAg","2024-02-12 21:09:19",0,"😮 26:11","http://www.youtube.com/@vaasanthabhinav9",
676,"@its_alive8953","~ All masterpiece! 🥺🖤","UgzFFMto0bnSjohYX0J4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzFFMto0bnSjohYX0J4AaABAg","2024-02-12 11:43:18",0,"~ All masterpiece! 🥺🖤","http://www.youtube.com/@its_alive8953",
677,"@codingmaestronitijain8530","respct to ALAN WALKER ","UgztY56F_8tVn10o_U14AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgztY56F_8tVn10o_U14AaABAg","2024-02-12 11:36:18",0,"respct to ALAN WALKER ","http://www.youtube.com/@codingmaestronitijain8530",
678,"@msrlsamayal6277","4:50","UgxWYuCoMGw75D8_QJR4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxWYuCoMGw75D8_QJR4AaABAg","2024-02-12 07:00:29",0,"4:50","http://www.youtube.com/@msrlsamayal6277",
679,"@FatimaV_V","Love Alan Walkers Song I play them every night Cuz they help me sleep","UgzivY2uds4GGtye_hx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzivY2uds4GGtye_hx4AaABAg","2024-02-12 04:31:42",0,"Love Alan Walkers Song I play them every night Cuz they help me sleep","http://www.youtube.com/@FatimaV_V",
680,"@user-ep7gr9xr9z","A best songs in Alan walker","UgxD78M3t-Z7TLOoGBh4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxD78M3t-Z7TLOoGBh4AaABAg","2024-02-12 02:36:50",0,"A best songs in Alan walker","http://www.youtube.com/@user-ep7gr9xr9z",
681,"@NolanLyricsOfficial","Is there anyone in 2024? Raise hand ✋","Ugx6DoqZH9jDj4QIe-R4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx6DoqZH9jDj4QIe-R4AaABAg","2024-02-12 01:59:02",1,"Is there anyone in 2024? Raise hand ✋","http://www.youtube.com/@NolanLyricsOfficial",
682,"@rander2013MOSI","✋","Ugx6DoqZH9jDj4QIe-R4AaABAg.A-hkgfbIIYRA-j6YUmfrQT","@NolanLyricsOfficial",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx6DoqZH9jDj4QIe-R4AaABAg.A-hkgfbIIYRA-j6YUmfrQT","2024-02-12 14:38:00",0,"✋","http://www.youtube.com/@rander2013MOSI",
683,"@sarfovincent6658","My lovely roll model😢❤","Ugx6bbNkRXyQEUDAhYV4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx6bbNkRXyQEUDAhYV4AaABAg","2024-02-11 16:14:03",0,"My lovely roll model😢❤","http://www.youtube.com/@sarfovincent6658",
684,"@user-vj5of3ry3j","Love xo much Allan worker xong it\'s unique","UgwiMWo3CWHlveTPKDF4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwiMWo3CWHlveTPKDF4AaABAg","2024-02-11 13:23:54",0,"Love xo much Allan worker xong it\'s unique","http://www.youtube.com/@user-vj5of3ry3j",
685,"@jyothisri08","❤you are the best","UgxD0LvIsFmqkJv7gut4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxD0LvIsFmqkJv7gut4AaABAg","2024-02-11 10:37:10",0,"❤you are the best","http://www.youtube.com/@jyothisri08",
686,"@linusaminga9338","😊 like him","Ugy3Bxn8wZd-Y051qgt4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugy3Bxn8wZd-Y051qgt4AaABAg","2024-02-11 06:04:11",1,"😊 like him","http://www.youtube.com/@linusaminga9338",
687,"@user-ep7gr9xr9z","Okay","Ugy3Bxn8wZd-Y051qgt4AaABAg.A-fbxKYyVcmA-hpZA4rtnr","@linusaminga9338",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugy3Bxn8wZd-Y051qgt4AaABAg.A-fbxKYyVcmA-hpZA4rtnr","2024-02-12 02:41:33",0,"Okay","http://www.youtube.com/@user-ep7gr9xr9z",
688,"@qhtmwk5","I\'m still listening to the song in 2024 and it\'s so emotional.","UgwfHt_2qvaed3jrNLl4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwfHt_2qvaed3jrNLl4AaABAg","2024-02-10 11:46:11",0,"I\'m still listening to the song in 2024 and it\'s so emotional.","http://www.youtube.com/@qhtmwk5",
689,"@marieholmeske","❤❤❤","UgxdIoIrNNu0lyXxP0t4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxdIoIrNNu0lyXxP0t4AaABAg","2024-02-10 07:11:03",0,"❤❤❤","http://www.youtube.com/@marieholmeske",
690,"@marthaduarte7825","Alan Walker","UgxVahbHvfgZLoUJwFV4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxVahbHvfgZLoUJwFV4AaABAg","2024-02-10 04:56:47",0,"Alan Walker","http://www.youtube.com/@marthaduarte7825",
691,"@user-fs3fz2jc1j","super","UgyL4RUl5ixo6Px6IFV4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyL4RUl5ixo6Px6IFV4AaABAg","2024-02-10 03:40:25",0,"super","http://www.youtube.com/@user-fs3fz2jc1j",
692,"@liecceamilamil1038","WHY DID ALAN DID NOT PUT WE LIVE WE LOVE WE LIE Leave a like if your angry too","UgwYNWRT3LCQXlWN6Gp4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwYNWRT3LCQXlWN6Gp4AaABAg","2024-02-10 02:49:12",2,"WHY DID ALAN DID NOT PUT WE LIVE WE LOVE WE LIE Leave a like if your angry too","http://www.youtube.com/@liecceamilamil1038",
693,"@shreesharma7479","See ""The Spectre"" it\'s that you\'re talking","UgwYNWRT3LCQXlWN6Gp4AaABAg.A-cgqNv4I1mA-iNhx6Nw5l","@liecceamilamil1038",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwYNWRT3LCQXlWN6Gp4AaABAg.A-cgqNv4I1mA-iNhx6Nw5l","2024-02-12 07:48:44",0,"See ""The Spectre"" it\'s that you\'re talking","http://www.youtube.com/@shreesharma7479",
694,"@rander2013MOSI","Snap","UgwYNWRT3LCQXlWN6Gp4AaABAg.A-cgqNv4I1mA-j6p4xCwHh","@liecceamilamil1038",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwYNWRT3LCQXlWN6Gp4AaABAg.A-cgqNv4I1mA-j6p4xCwHh","2024-02-12 14:40:24",0,"Snap","http://www.youtube.com/@rander2013MOSI",
695,"@user-bz7sn3bt2i","i love so much all sings of Alan Walker ❤❤🎉🎉","UgyH7wz-caOppryGbzR4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyH7wz-caOppryGbzR4AaABAg","2024-02-10 02:10:46",0,"i love so much all sings of Alan Walker ❤❤🎉🎉","http://www.youtube.com/@user-bz7sn3bt2i",
696,"@shiltirani9898","Bro you are my favourite but 😅 now I love❤ IMAGINE DRAGON❤❤","UgxeN6iDfn7vF1lH7UB4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxeN6iDfn7vF1lH7UB4AaABAg","2024-02-10 01:16:09",1,"Bro you are my favourite but 😅 now I love❤ IMAGINE DRAGON❤❤","http://www.youtube.com/@shiltirani9898",
697,"@rander2013MOSI","👎😡😡🤬🤬","UgxeN6iDfn7vF1lH7UB4AaABAg.A-cXBreOl5jA-j6xoGkfGd","@shiltirani9898",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxeN6iDfn7vF1lH7UB4AaABAg.A-cXBreOl5jA-j6xoGkfGd","2024-02-12 14:41:35",0,"👎😡😡🤬🤬","http://www.youtube.com/@rander2013MOSI",
698,"@yslee4506","ah Amei","UgwjEwEGA2BxiYvUoMZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwjEwEGA2BxiYvUoMZ4AaABAg","2024-02-09 21:04:44",0,"ah Amei","http://www.youtube.com/@yslee4506",
699,"@user-bs3rq1yw1j","❤","UgxAnoZUkTwUAfrocG54AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxAnoZUkTwUAfrocG54AaABAg","2024-02-09 07:01:03",0,"❤","http://www.youtube.com/@user-bs3rq1yw1j",
700,"@DeliaSchultz","Best song","UgyeSwzAbe7DE5---UZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyeSwzAbe7DE5---UZ4AaABAg","2024-02-09 05:46:59",0,"Best song","http://www.youtube.com/@DeliaSchultz",
701,"@CarlGustman-kz6ct","best songs","UgyGH6bxyrMM5L1XNOJ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyGH6bxyrMM5L1XNOJ4AaABAg","2024-02-09 04:00:17",0,"best songs","http://www.youtube.com/@CarlGustman-kz6ct",
702,"@jus1take","if u love his album and like it then like this","UgzHZNpOQXY6YV_Nh0J4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzHZNpOQXY6YV_Nh0J4AaABAg","2024-02-09 02:38:38",0,"if u love his album and like it then like this","http://www.youtube.com/@jus1take",
703,"@jus1take","if u love his album and like it then like this","UgwjBMVJKCiX1A4K5Q14AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwjBMVJKCiX1A4K5Q14AaABAg","2024-02-09 02:37:43",0,"if u love his album and like it then like this","http://www.youtube.com/@jus1take",
704,"@VictorHogg-cp3gl","best songs","Ugy6FHr2dHO4I1VGdjt4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugy6FHr2dHO4I1VGdjt4AaABAg","2024-02-09 02:07:24",0,"best songs","http://www.youtube.com/@VictorHogg-cp3gl",
705,"@dominicallyday","J adore toutes les songs d Alan. Bon vent a toi mon ami.","UgztWFcpwWvbLehOjZB4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgztWFcpwWvbLehOjZB4AaABAg","2024-02-08 19:14:12",0,"J adore toutes les songs d Alan. Bon vent a toi mon ami.","http://www.youtube.com/@dominicallyday",
706,"@MrEHABALKHATEEB","I never found a bettre song They are the best thanks alot ALAN WALKER 🥰🥰🥰❤❤❤","Ugz_7014gnBSQi5vP-N4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz_7014gnBSQi5vP-N4AaABAg","2024-02-08 17:15:19",0,"I never found a bettre song They are the best thanks alot ALAN WALKER 🥰🥰🥰❤❤❤","http://www.youtube.com/@MrEHABALKHATEEB",
707,"@user-qh7su8kw1g","Buenas musicas","UgzaIECqijQ3qjAd2354AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzaIECqijQ3qjAd2354AaABAg","2024-02-08 13:16:10",0,"Buenas musicas","http://www.youtube.com/@user-qh7su8kw1g",
708,"@user-ip9sm2lj4o","❤🎉🎆 🎼.1. 🎼🎆🎉❤💯","Ugz17-7I1kW7SjStkix4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz17-7I1kW7SjStkix4AaABAg","2024-02-08 11:48:53",0,"❤🎉🎆 🎼.1. 🎼🎆🎉❤💯","http://www.youtube.com/@user-ip9sm2lj4o",
709,"@user-ip9sm2lj4o","🫵🔥🤗🔥🎉🎼💯❤️‍🔥💯🎼🎉🔥🤗🔥🎼🫵","UgwrTq03IK4vmZIOA3d4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwrTq03IK4vmZIOA3d4AaABAg","2024-02-08 11:45:25",0,"🫵🔥🤗🔥🎉🎼💯❤️‍🔥💯🎼🎉🔥🤗🔥🎼🫵","http://www.youtube.com/@user-ip9sm2lj4o",
710,"@user-fw6bn6pl2b","❤❤❤😊😊😊🎉🎉🎉","Ugz9QK6y9ilTOHeuL6B4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz9QK6y9ilTOHeuL6B4AaABAg","2024-02-08 05:45:10",0,"❤❤❤😊😊😊🎉🎉🎉","http://www.youtube.com/@user-fw6bn6pl2b",
711,"@user-fw6bn6pl2b","Песня крутая😊❤","UgwpdEuFqJjh61xBVnN4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwpdEuFqJjh61xBVnN4AaABAg","2024-02-08 05:43:24",0,"Песня крутая😊❤","http://www.youtube.com/@user-fw6bn6pl2b",
712,"@salamarif5407","bro i cried cuz of your songs ❤❤❤❤ 31:22","Ugz-OcmdUAZdGg-AXlV4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz-OcmdUAZdGg-AXlV4AaABAg","2024-02-08 05:37:36",0,"bro i cried cuz of your songs ❤❤❤❤ 31:22","http://www.youtube.com/@salamarif5407",
713,"@astiajaa8993","Indonesia sendiri 😂","Ugz8-Ju-W1q_JAeP7Bl4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz8-Ju-W1q_JAeP7Bl4AaABAg","2024-02-08 04:35:37",0,"Indonesia sendiri 😂","http://www.youtube.com/@astiajaa8993",
714,"@ConnorCarrington-di8rt","Amazing songs","UgwPcN2hcRUXfTRFM354AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwPcN2hcRUXfTRFM354AaABAg","2024-02-08 00:35:11",0,"Amazing songs","http://www.youtube.com/@ConnorCarrington-di8rt",
715,"@emelbermundo3377","❤ i want alan walker songs ❤😊🎉","UgxuMJjW7j9zVOC1DIx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxuMJjW7j9zVOC1DIx4AaABAg","2024-02-06 20:40:08",0,"❤ i want alan walker songs ❤😊🎉","http://www.youtube.com/@emelbermundo3377",
716,"@imtiyazuddin7866","Pubg and on my way Goosebumps 🔥🔥🔥","UgwlYFNbDoDCR_pd7WB4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwlYFNbDoDCR_pd7WB4AaABAg","2024-02-06 17:25:15",0,"Pubg and on my way Goosebumps 🔥🔥🔥","http://www.youtube.com/@imtiyazuddin7866",
717,"@shamilakitwana-we5fk","❤","UgyLFcC-wzsLYmJOMpB4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyLFcC-wzsLYmJOMpB4AaABAg","2024-02-06 13:04:21",0,"❤","http://www.youtube.com/@shamilakitwana-we5fk",
718,"@user-ow1lh6qu6c","Walker for life","UgxmVzNJ2oOUxNKe8_t4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxmVzNJ2oOUxNKe8_t4AaABAg","2024-02-06 12:00:30",0,"Walker for life","http://www.youtube.com/@user-ow1lh6qu6c",
719,"@BuffaloBarrels-cb6nc","I have never had that ❤❤❤❤❤❤❤","Ugxn9yGpvpwrb9bhlIp4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugxn9yGpvpwrb9bhlIp4AaABAg","2024-02-06 11:58:24",0,"I have never had that ❤❤❤❤❤❤❤","http://www.youtube.com/@BuffaloBarrels-cb6nc",
720,"@michaela7430","Nej music❤❤❤❤❤❤❤","UgzOgFMTmLWz_pXjczx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzOgFMTmLWz_pXjczx4AaABAg","2024-02-06 10:09:02",0,"Nej music❤❤❤❤❤❤❤","http://www.youtube.com/@michaela7430",
721,"@Fabricio021villa","Brasil aq🇧🇷👉🏻","Ugx7rKRRfJpqvwBfU_V4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx7rKRRfJpqvwBfU_V4AaABAg","2024-02-06 09:12:31",0,"Brasil aq🇧🇷👉🏻","http://www.youtube.com/@Fabricio021villa",
722,"@winstonoliver3981","I Love alan walker❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤","UgyFBpuNL_Nn43PpfiZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyFBpuNL_Nn43PpfiZ4AaABAg","2024-02-06 04:45:18",0,"I Love alan walker❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤","http://www.youtube.com/@winstonoliver3981",
723,"@EdwardRogers-zg7ks","awesome music","UgxNrCflPTy6wH3zb8Z4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxNrCflPTy6wH3zb8Z4AaABAg","2024-02-06 03:49:52",0,"awesome music","http://www.youtube.com/@EdwardRogers-zg7ks",
724,"@GervaisHopkins","Nice songs","UgyjuilnVYpnQ2s72Fx4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyjuilnVYpnQ2s72Fx4AaABAg","2024-02-06 03:36:19",0,"Nice songs","http://www.youtube.com/@GervaisHopkins",
725,"@WarrenYoung-vq7bx","Nice Songs","UgyrGC7WrUrSELWi0ZV4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyrGC7WrUrSELWi0ZV4AaABAg","2024-02-06 02:21:38",0,"Nice Songs","http://www.youtube.com/@WarrenYoung-vq7bx",
726,"@user-pn9th3yc4u","Gud music","Ugw55rBYBwyPziRH8hV4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw55rBYBwyPziRH8hV4AaABAg","2024-02-06 01:06:02",0,"Gud music","http://www.youtube.com/@user-pn9th3yc4u",
727,"@Barathsheenu-dm7oj","i am love with alan walker songs for anyunivers","Ugy1w4FOwwqvI4RE_KB4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugy1w4FOwwqvI4RE_KB4AaABAg","2024-02-05 21:12:33",0,"i am love with alan walker songs for anyunivers","http://www.youtube.com/@Barathsheenu-dm7oj",
728,"@isalomar0407","I love Alan Walker songs","Ugz0Wnj4U2CYnkZ737F4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz0Wnj4U2CYnkZ737F4AaABAg","2024-02-05 15:56:55",0,"I love Alan Walker songs","http://www.youtube.com/@isalomar0407",
729,"@Bajris333","i love these songs and listen to this album every day. thank you for creating it.","UgzKRNec-A2r3PemvZd4AaABAg","",9,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzKRNec-A2r3PemvZd4AaABAg","2024-02-05 09:16:54",0,"i love these songs and listen to this album every day. thank you for creating it.","http://www.youtube.com/@Bajris333",
730,"@TomGill-lp1jn","Nice songs","Ugxu4bx8sOKsL-CKrAx4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugxu4bx8sOKsL-CKrAx4AaABAg","2024-02-05 05:00:06",0,"Nice songs","http://www.youtube.com/@TomGill-lp1jn",
731,"@terubeation9577","Best songs ever","UgwdTXG9ggv2EA17wYJ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwdTXG9ggv2EA17wYJ4AaABAg","2024-02-04 23:58:29",0,"Best songs ever","http://www.youtube.com/@terubeation9577",
732,"@StephenThompson-pj5nv","I love Alan walker songs.","Ugwo3P-IXnWn5v-SU7N4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugwo3P-IXnWn5v-SU7N4AaABAg","2024-02-04 23:23:55",0,"I love Alan walker songs.","http://www.youtube.com/@StephenThompson-pj5nv",
733,"@NicoleBallard-vm8tl","Nice songs","UgzZxIafWd7W0i0ZkOJ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzZxIafWd7W0i0ZkOJ4AaABAg","2024-02-04 22:00:33",0,"Nice songs","http://www.youtube.com/@NicoleBallard-vm8tl",
734,"@RNJGaming-eatchicken","Guys can we get a moment of silence for the 7 year old kids who thought Alan Walker sang these songs 💀","UgzUE2wong0wj3xPy9d4AaABAg","",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzUE2wong0wj3xPy9d4AaABAg","2024-02-04 12:03:13",2,"Guys can we get a moment of silence for the 7 year old kids who thought Alan Walker sang these songs 💀","http://www.youtube.com/@RNJGaming-eatchicken",
735,"@bikash29","I thought that until I was 11; I saw a vid of him being a dj and I was like wtf, and I found out.","UgzUE2wong0wj3xPy9d4AaABAg.A-PETtwmgM9A13jmQFQleK","@RNJGaming-eatchicken",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzUE2wong0wj3xPy9d4AaABAg.A-PETtwmgM9A13jmQFQleK","2024-03-16 21:45:00",0,"I thought that until I was 11; I saw a vid of him being a dj and I was like wtf, and I found out.","http://www.youtube.com/@bikash29",
736,"@shyamalikarmakar3419","I was one of them..","UgzUE2wong0wj3xPy9d4AaABAg.A-PETtwmgM9A1I9bFKEDQC","@RNJGaming-eatchicken",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzUE2wong0wj3xPy9d4AaABAg.A-PETtwmgM9A1I9bFKEDQC","2024-03-22 12:08:47",0,"I was one of them..","http://www.youtube.com/@shyamalikarmakar3419",
737,"@poetrywithbennit","He shot into popularity years ago, but now it\'s a calm cannonball mid air, as we watch from out ship in the distance just enjoying the view.","Ugxft7lzYzIsy08SZEN4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugxft7lzYzIsy08SZEN4AaABAg","2024-02-04 10:25:10",0,"He shot into popularity years ago, but now it\'s a calm cannonball mid air, as we watch from out ship in the distance just enjoying the view.","http://www.youtube.com/@poetrywithbennit",
738,"@vishalvgada","love it","UgxsNJSsiYTiQflUDzV4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxsNJSsiYTiQflUDzV4AaABAg","2024-02-04 08:52:18",0,"love it","http://www.youtube.com/@vishalvgada",
739,"@ShohsuvorbekAliqulov-pj6xn","ZO\'R IJODILARGA OMAD🇺🇿🇺🇿🇺🇿","UgyjdQ5k6Q8LIoj5qyJ4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyjdQ5k6Q8LIoj5qyJ4AaABAg","2024-02-04 04:16:18",0,"ZO\'R IJODILARGA OMAD🇺🇿🇺🇿🇺🇿","http://www.youtube.com/@ShohsuvorbekAliqulov-pj6xn",
740,"@funwithEkamsingh","Love Alan walker","Ugzv1tqb0bcvKBCyFpd4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugzv1tqb0bcvKBCyFpd4AaABAg","2024-02-04 01:29:46",0,"Love Alan walker","http://www.youtube.com/@funwithEkamsingh",
741,"@thuhuongmai706","These song help me think when i\'m playing chess. Alan Walker\'s songs are th best!!!❤🧡💛💚💙💜. Love e\'m all!!","UgwDpWIp22EqQJmG6Hh4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwDpWIp22EqQJmG6Hh4AaABAg","2024-02-03 23:24:36",0,"These song help me think when i\'m playing chess. Alan Walker\'s songs are th best!!!❤🧡💛💚💙💜. Love e\'m all!!","http://www.youtube.com/@thuhuongmai706",
742,"@Tanjro-kr4sq","Alan Walker is the best person ❤😊","UgwFSUW_iBMTmoVjJ2d4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwFSUW_iBMTmoVjJ2d4AaABAg","2024-02-03 15:25:25",0,"Alan Walker is the best person ❤😊","http://www.youtube.com/@Tanjro-kr4sq",
743,"@Tanjro-kr4sq","Alan Walker is the best person ❤😊","UgzlS14CTJ7N0aDXISd4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzlS14CTJ7N0aDXISd4AaABAg","2024-02-03 15:25:08",0,"Alan Walker is the best person ❤😊","http://www.youtube.com/@Tanjro-kr4sq",
744,"@Tanjro-kr4sq","I love your songs ❤😂😊","UgwUveXRzHNCKNtp4cx4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwUveXRzHNCKNtp4cx4AaABAg","2024-02-03 15:23:39",0,"I love your songs ❤😂😊","http://www.youtube.com/@Tanjro-kr4sq",
745,"@josphatkinyua-pn1mp","Alan waker is awesome","Ugw-LzJ3oPfWNuz_hwF4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw-LzJ3oPfWNuz_hwF4AaABAg","2024-02-03 12:20:21",0,"Alan waker is awesome","http://www.youtube.com/@josphatkinyua-pn1mp",
746,"@araceliventura4420","Hermosa canción La amo❤","Ugyp6pTcJTbW61C41_R4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugyp6pTcJTbW61C41_R4AaABAg","2024-02-03 11:51:49",0,"Hermosa canción La amo❤","http://www.youtube.com/@araceliventura4420",
747,"@mamatasujikar5161","Yes","UgwAtArbSgJ1tvfkmrF4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwAtArbSgJ1tvfkmrF4AaABAg","2024-02-03 10:25:21",0,"Yes","http://www.youtube.com/@mamatasujikar5161",
748,"@everlinearoko7028","Yup tried","UgwtJj0aeapouBmELTt4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwtJj0aeapouBmELTt4AaABAg","2024-02-03 10:13:32",0,"Yup tried","http://www.youtube.com/@everlinearoko7028",
